Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
01/31/2021,01/04/2020,01/30/2021,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,25,25,
01/31/2021,01/04/2020,01/30/2021,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,37,40,
01/31/2021,01/04/2020,01/30/2021,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,92,94,
01/31/2021,01/04/2020,01/30/2021,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,111,113,
01/31/2021,01/04/2020,01/30/2021,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,77,79,
01/31/2021,01/04/2020,01/30/2021,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,352,362,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,15,15,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,73,73,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,197,197,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,401,402,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,517,517,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,85+,626,633,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,"1,834","1,842",
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,26,26,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,103,114,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,280,301,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,436,461,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,85+,473,505,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,"1,324","1,414",
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,35-44,17,17,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,45-54,45,45,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,55-64,118,118,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,65-74,191,191,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,75-84,180,180,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,85+,171,171,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrest,I46,All Ages,734,734,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,12,12,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,49,50,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,141,141,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,208,210,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,284,287,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,701,707,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,45-54,14,14,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,55-64,67,67,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,65-74,174,174,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,75-84,254,254,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,85+,401,402,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Heart failure,I50,All Ages,919,920,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,17,18,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,56,56,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,133,134,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,175,179,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,222,227,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,610,621,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,11,15,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,32,35,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,75,78,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,152,164,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,194,203,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,196,207,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,662,704,
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,35-44,13,13,
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,45-54,81,81,
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,55-64,224,224,
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,65-74,366,366,
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,75-84,340,340,
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,85+,263,263,
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Sepsis,Sepsis,A40-A41,All Ages,"1,293","1,293",
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,17,18,
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,85,87,
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,161,177,
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,169,179,
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,138,153,
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,582,628,
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,35-44,19,19,
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,45-54,94,95,
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,55-64,207,207,
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,65-74,429,432,
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,75-84,392,395,
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,85+,292,292,
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Diabetes,Diabetes,E10-E14,All Ages,"1,440","1,447",
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,25-34,14,14,
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,35-44,26,26,
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,45-54,56,56,
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,55-64,83,83,
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,65-74,94,94,
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,75-84,51,51,
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,85+,11,11,
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Obesity,Obesity,E65-E68,All Ages,336,336,
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,65-74,33,33,
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,75-84,118,118,
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,85+,319,319,
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Alzheimer disease,Alzheimer disease,G30,All Ages,476,476,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,18,18,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,98,99,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,353,354,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,729,730,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,"1,199","1,202",
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,35-44,19,19,
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,45-54,69,71,
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,55-64,161,166,
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,65-74,300,305,
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,75-84,329,344,
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,85+,256,264,
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,Not stated,0,0,
01/31/2021,01/04/2020,01/30/2021,MI,Renal failure,Renal failure,N17-N19,All Ages,"1,142","1,177",
01/31/2021,01/04/2020,01/30/2021,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/31/2021,01/04/2020,01/30/2021,MI,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
